Dataset,Line,Example,Template,ClusterId,Tokens,nltk,stanza,spacy,hanta,treetagger,TagComparison,Majority
Android,45955,proxyBroadcast:[com.tencent.mm] proxy:true,proxyBroadcast:[com.tencent.mm] proxy:true,181,"['proxyBroadcast', '.', '(', 'com.tencent.mm', ')', 'proxy', '.', 'true']","['NOUN', 'PUNCT', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'ADJ']","['NOUN', 'PUNCT', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'ADJ']","['NOUN', 'PUNCT', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'ADJ']","['NOUN', 'PUNCT', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'ADJ']","['NOUN', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'ADJ']","TagComparison(majority=['NOUN', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'ADJ'], confidence=[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], minority=[{}, {}, {}, {}, {}, {}, {}, {}])","['NOUN', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'ADJ']"
Android,176013,"action:android.net.conn.DATA_ACTIVITY_CHANGE, mPermissionType:0","action:android.net.conn.DATA_ACTIVITY_CHANGE, <*>",533,"['action', '.', 'android.net.conn.DATA_ACTIVITY_CHANGE', '.', 'mPermissionType:0']","['NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN']","['NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN']","['NOUN', 'PUNCT', 'INTJ', 'PUNCT', 'NOUN']","['NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NUM']","['NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN']","TagComparison(majority=['NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN'], confidence=[1.0, 1.0, 0.6, 1.0, 0.6], minority=[{}, {}, {'stanza': 'PROPN', 'spacy': 'INTJ'}, {}, {'stanza': 'PROPN', 'hanta': 'NUM'}])","['NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN']"
BGL,4213004,ciod: Error creating node map from file map.dat: Bad address,ciod: Error creating node map from file map.dat: Bad address,174,"['ciod', '.', 'Error', 'creating', 'node', 'map', 'from', 'file', 'map.dat', '.', 'Bad', 'address']","['NOUN', 'PUNCT', 'PROPN', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'PROPN', 'NOUN']","['INTJ', 'PUNCT', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'ADJ', 'NOUN']","['NOUN', 'PUNCT', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'ADJ', 'NOUN']","['PROPN', 'PUNCT', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'ADJ', 'NOUN']","['NOUN', 'PUNCT', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'ADJ', 'NOUN']","TagComparison(majority=['NOUN', 'PUNCT', 'PROPN', 'VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'ADJ', 'NOUN'], confidence=[0.6, 1.0, 1.0, 1.0, 0.8, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 1.0], minority=[{'stanza': 'INTJ', 'hanta': 'PROPN'}, {}, {}, {}, {'nltk': 'ADJ'}, {}, {}, {}, {}, {}, {'nltk': 'PROPN'}, {}])","['NOUN', 'PUNCT', 'PROPN', 'VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'ADJ', 'NOUN']"
Android,22120,handleNotifyScreenTurnedOff,handleNotifyScreenTurnedOff,93,['handleNotifyScreenTurnedOff'],['NOUN'],['PROPN'],['NOUN'],['NOUN'],['NOUN'],"TagComparison(majority=['PROPN'], confidence=[1.0], minority=[{}])",['PROPN']
Zookeeper,17627,Revalidating client: 0x34ed9348509000b,Revalidating client: <*>,17,"['Revalidating', 'client', '.', '0x34ed9348509000b']","['VERB', 'NOUN', 'PUNCT', 'NUM']","['VERB', 'NOUN', 'PUNCT', 'PROPN']","['VERB', 'NOUN', 'PUNCT', 'NUM']","['VERB', 'NOUN', 'PUNCT', 'NOUN']","['VERB', 'NOUN', 'PUNCT', 'NOUN']","TagComparison(majority=['VERB', 'NOUN', 'PUNCT', 'NUM'], confidence=[1.0, 1.0, 1.0, 1.0], minority=[{}, {}, {}, {}])","['VERB', 'NOUN', 'PUNCT', 'NUM']"
Android,629217,[LoginActivity.isLoggedIn]isLoggedIn:true,[LoginActivity.isLoggedIn]isLoggedIn:true,1221,"['(', 'LoginActivity.isLoggedIn', ')', 'isLoggedIn', '.', 'true']","['PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'ADJ']","['PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'ADJ']","['PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'ADJ']","['PUNCT', 'ADJ', 'PUNCT', 'NOUN', 'PUNCT', 'ADJ']","['PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'ADJ']","TagComparison(majority=['PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'ADJ'], confidence=[1.0, 0.8, 1.0, 1.0, 1.0, 1.0], minority=[{}, {'hanta': 'ADJ'}, {}, {}, {}, {}])","['PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'ADJ']"
Android,108605,<2016-12-17 20:14:35> [NOTICE] SDK: UE-SeC 2016-12-17 20:14:35:820 Level[NOTICE] magic[2493511968 2756]:WriteSdkGroupItem: hash has same item[HW_LAST_WRITE_APP],<*> [NOTICE] SDK: UE-SeC <*> Level[NOTICE] <*> hash has same item[HW_LAST_WRITE_APP],386,"['<', '2016-12-17', '20:14:35', '>', '(', 'NOTICE', ')', 'SDK', '.', 'UE-SeC', '2016-12-17', '20:14:35:820', 'Level', '(', 'NOTICE', ')', 'magic', '(', '2493511968', '2756', ')', '.', 'WriteSdkGroupItem', '.', 'hash', 'has', 'same', 'item', '(', 'HW_LAST_WRITE_APP', ')']","['ADJ', 'ADJ', 'NUM', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'ADJ', 'ADJ', 'NUM', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'NUM', 'NUM', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT']","['PUNCT', 'NUM', 'NUM', 'PUNCT', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'NUM', 'NUM', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NUM', 'NUM', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT']","['X', 'NUM', 'NUM', 'X', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'VERB', 'NUM', 'NUM', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NUM', 'NUM', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT']","['NUM', 'NUM', 'NUM', 'NUM', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'NUM', 'NUM', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'NUM', 'PUNCT', 'PUNCT', 'X', 'PUNCT', 'NOUN', 'AUX', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT']","['SYM', 'NUM', 'NUM', 'SYM', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NUM', 'NUM', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'AUX', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT']","TagComparison(majority=['PUNCT', 'NUM', 'NUM', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'NUM', 'NUM', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'NUM', 'NUM', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'AUX', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT'], confidence=[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], minority=[{}, {}, {}, {}, {}, {}, {}, {}, {}, {'nltk': 'ADJ', 'spacy': 'VERB'}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}])","['PUNCT', 'NUM', 'NUM', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'NUM', 'NUM', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'NUM', 'NUM', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'AUX', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT']"
Android,298750,"ambient lux=3.0,timeStamp =449834669401000",ambient <*>,743,"['ambient', 'lux=3.0', '.', 'timeStamp', '=449834669401000']","['ADJ', 'NOUN', 'PUNCT', 'NOUN', 'NOUN']","['ADJ', 'NOUN', 'PUNCT', 'NOUN', 'NUM']","['ADJ', 'ADV', 'PUNCT', 'NOUN', 'PUNCT']","['NOUN', 'NUM', 'PUNCT', 'ADJ', 'NOUN']","['ADJ', 'NOUN', 'PUNCT', 'ADJ', 'NOUN']","TagComparison(majority=['ADJ', 'NOUN', 'PUNCT', 'NOUN', 'NOUN'], confidence=[0.8, 0.6, 1.0, 0.6, 0.6], minority=[{'hanta': 'NOUN'}, {'spacy': 'ADV', 'hanta': 'NUM'}, {}, {'hanta': 'ADJ', 'treetagger': 'ADJ'}, {'stanza': 'NUM', 'spacy': 'PUNCT'}])","['ADJ', 'NOUN', 'PUNCT', 'NOUN', 'NOUN']"
HPC,92114,active,active,44,['active'],['ADJ'],['ADJ'],['ADJ'],['ADJ'],['ADJ'],"TagComparison(majority=['ADJ'], confidence=[1.0], minority=[{}])",['ADJ']
Android,16908,VideoCallFragment - onPause:,VideoCallFragment - onPause:,73,"['VideoCallFragment', '-', 'onPause', '.']","['PROPN', 'PUNCT', 'NOUN', 'PUNCT']","['PROPN', 'PUNCT', 'PROPN', 'PUNCT']","['NOUN', 'PUNCT', 'PROPN', 'PUNCT']","['NOUN', 'ADP', 'NOUN', 'PUNCT']","['PROPN', 'NOUN', 'NOUN', 'PUNCT']","TagComparison(majority=['PROPN', 'PUNCT', 'PROPN', 'PUNCT'], confidence=[1.0, 1.0, 1.0, 1.0], minority=[{}, {}, {}, {}])","['PROPN', 'PUNCT', 'PROPN', 'PUNCT']"
Android,627629,ACDB -> ACDB_CMD_GET_AUDPROC_COMMON_TABLE_SIZE,ACDB -> ACDB_CMD_GET_AUDPROC_COMMON_TABLE_SIZE,1214,"['ACDB', '-', '>', 'ACDB_CMD_GET_AUDPROC_COMMON_TABLE_SIZE']","['PROPN', 'PUNCT', 'NOUN', 'PROPN']","['PROPN', 'PUNCT', 'PUNCT', 'X']","['PROPN', 'PUNCT', 'X', 'ADP']","['NUM', 'ADP', 'NUM', 'ADJ']","['PROPN', 'PROPN', 'SYM', 'ADJ']","TagComparison(majority=['PROPN', 'PUNCT', 'PUNCT', 'ADJ'], confidence=[0.8, 1.0, 1.0, 0.6], minority=[{'hanta': 'NUM'}, {}, {}, {'nltk': 'PROPN', 'spacy': 'ADP'}])","['PROPN', 'PUNCT', 'PUNCT', 'ADJ']"
Android,19535,"updateSystemUiColorLw window=Window{e6a6b5e u0 com.android.incallui/com.android.incallui.InCallActivity},EmuiStyle=1,StatusBarColor=0x0,NavigationBarColor=0x0, mLastIsEmuiLightStyle=1",updateSystemUiColorLw <*>,86,"['updateSystemUiColorLw', 'window=Window', '(', 'e6a6b5e', 'u0', 'com.android.incallui/com.android.incallui.InCallActivity', ')', '.', 'EmuiStyle=1', '.', 'StatusBarColor=0x0', '.', 'NavigationBarColor=0x0', '.', 'mLastIsEmuiLightStyle=1']","['ADJ', 'NOUN', 'PUNCT', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN']","['PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN']","['DET', 'NOUN', 'PUNCT', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'INTJ', 'PUNCT', 'NOUN']","['ADJ', 'NOUN', 'PUNCT', 'X', 'X', 'NOUN', 'PUNCT', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN']","['ADJ', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'ADJ']","TagComparison(majority=['ADJ', 'PROPN', 'PUNCT', 'ADJ', 'ADJ', 'PROPN', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN'], confidence=[0.6, 1.0, 1.0, 0.8, 0.6, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6, 1.0, 0.6], minority=[{'stanza': 'PROPN', 'spacy': 'DET'}, {}, {}, {'stanza': 'PROPN'}, {'stanza': 'PROPN', 'treetagger': 'NOUN'}, {}, {}, {}, {}, {}, {}, {}, {'spacy': 'INTJ', 'hanta': 'NOUN'}, {}, {'stanza': 'PROPN', 'treetagger': 'ADJ'}])","['ADJ', 'PROPN', 'PUNCT', 'ADJ', 'ADJ', 'PROPN', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN']"
Mac,963,Thermal pressure state: 0 Memory pressure state: 0,Thermal pressure state: <*> Memory pressure state: <*>,47,"['Thermal', 'pressure', 'state', '.', '0', 'Memory', 'pressure', 'state', '.', '0']","['ADJ', 'NOUN', 'NOUN', 'PUNCT', 'NUM', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'NUM']","['ADJ', 'NOUN', 'NOUN', 'PUNCT', 'NUM', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'NUM']","['ADJ', 'NOUN', 'NOUN', 'PUNCT', 'NUM', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'NUM']","['ADJ', 'NOUN', 'NOUN', 'PUNCT', 'NUM', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'NUM']","['ADJ', 'NOUN', 'NOUN', 'PUNCT', 'NUM', 'PROPN', 'NOUN', 'NOUN', 'PUNCT', 'NUM']","TagComparison(majority=['ADJ', 'NOUN', 'NOUN', 'PUNCT', 'NUM', 'PROPN', 'NOUN', 'NOUN', 'PUNCT', 'NUM'], confidence=[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], minority=[{}, {}, {}, {}, {}, {}, {}, {}, {}, {}])","['ADJ', 'NOUN', 'NOUN', 'PUNCT', 'NUM', 'PROPN', 'NOUN', 'NOUN', 'PUNCT', 'NUM']"
Android,16908,VideoCallFragment - onPause:,VideoCallFragment - onPause:,73,"['VideoCallFragment', '-', 'onPause', '.']","['PROPN', 'PUNCT', 'NOUN', 'PUNCT']","['PROPN', 'PUNCT', 'PROPN', 'PUNCT']","['NOUN', 'PUNCT', 'PROPN', 'PUNCT']","['NOUN', 'ADP', 'NOUN', 'PUNCT']","['PROPN', 'NOUN', 'NOUN', 'PUNCT']","TagComparison(majority=['PROPN', 'PUNCT', 'PROPN', 'PUNCT'], confidence=[1.0, 1.0, 1.0, 1.0], minority=[{}, {}, {}, {}])","['PROPN', 'PUNCT', 'PROPN', 'PUNCT']"
OpenSSH,4942,input_userauth_request: invalid user nagios [preauth],input_userauth_request: invalid user nagios [preauth],19,"['input_userauth_request', '.', 'invalid', 'user', 'nagios', '(', 'preauth', ')']","['NOUN', 'PUNCT', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT']","['PROPN', 'PUNCT', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT']","['X', 'PUNCT', 'ADJ', 'NOUN', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT']","['ADJ', 'PUNCT', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT']","['NOUN', 'PUNCT', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT']","TagComparison(majority=['NOUN', 'PUNCT', 'ADJ', 'NOUN', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT'], confidence=[0.6, 1.0, 1.0, 0.8, 1.0, 1.0, 0.8, 1.0], minority=[{'stanza': 'PROPN', 'hanta': 'ADJ'}, {}, {}, {'nltk': 'ADJ'}, {}, {}, {'hanta': 'ADJ'}, {}])","['NOUN', 'PUNCT', 'ADJ', 'NOUN', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT']"
Windows,613380,"Appl: detect Parent, Package: Package_88_for_KB3149090~31bf3856ad364e35~amd64~~6.1.1.1, disposition state from detectParent: Absent","Appl: detect Parent, Package: <*> disposition state from detectParent: Absent",11,"['Appl', '.', 'detect', 'Parent', '.', 'Package', '.', 'Package_88_for_KB3149090~31bf3856ad364e35~amd64~~6.1.1.1', '.', 'disposition', 'state', 'from', 'detectParent', '.', 'Absent']","['PROPN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN']","['NOUN', 'PUNCT', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADJ']","['PROPN', 'PUNCT', 'VERB', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'INTJ', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'ADJ']","['PROPN', 'PUNCT', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADJ']","['PROPN', 'PUNCT', 'VERB', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADJ']","TagComparison(majority=['PROPN', 'PUNCT', 'VERB', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'ADJ'], confidence=[1.0, 1.0, 0.8, 1.0, 1.0, 1.0, 1.0, 0.6, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8], minority=[{}, {}, {'nltk': 'ADJ'}, {}, {}, {}, {}, {'spacy': 'INTJ', 'hanta': 'NOUN'}, {}, {}, {}, {}, {}, {}, {'nltk': 'NOUN'}])","['PROPN', 'PUNCT', 'VERB', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'ADJ']"
Android,125357,Calling fingersense_touch_up(),Calling fingersense_touch_up(),431,"['Calling', 'fingersense_touch_up', '(', ')']","['VERB', 'NOUN', 'PUNCT', 'PUNCT']","['VERB', 'PROPN', 'PUNCT', 'PUNCT']","['VERB', 'NOUN', 'PUNCT', 'PUNCT']","['VERB', 'NOUN', 'PUNCT', 'PUNCT']","['VERB', 'NOUN', 'PUNCT', 'PUNCT']","TagComparison(majority=['VERB', 'PROPN', 'PUNCT', 'PUNCT'], confidence=[1.0, 1.0, 1.0, 1.0], minority=[{}, {}, {}, {}])","['VERB', 'PROPN', 'PUNCT', 'PUNCT']"
Android,157797,[qiyi_LOG_INFO DownloadEpisodeAdapter] loadImage,[qiyi_LOG_INFO DownloadEpisodeAdapter] loadImage,492,"['(', 'qiyi_LOG_INFO', 'DownloadEpisodeAdapter', ')', 'loadImage']","['PUNCT', 'ADJ', 'PROPN', 'PUNCT', 'NOUN']","['PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'NOUN']","['PUNCT', 'PROPN', 'NOUN', 'PUNCT', 'VERB']","['PUNCT', 'NUM', 'PROPN', 'PUNCT', 'NOUN']","['PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'NOUN']","TagComparison(majority=['PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'NOUN'], confidence=[1.0, 0.6, 1.0, 1.0, 0.8], minority=[{}, {'nltk': 'ADJ', 'hanta': 'NUM'}, {}, {}, {'spacy': 'VERB'}])","['PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'NOUN']"
Android,282162,CtrlSocket receive screen on intent!,CtrlSocket receive screen on intent!,688,"['CtrlSocket', 'receive', 'screen', 'on', 'intent', '.']","['PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['NOUN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","TagComparison(majority=['PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT'], confidence=[1.0, 1.0, 1.0, 1.0, 1.0, 1.0], minority=[{}, {}, {}, {}, {}, {}])","['PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT']"
OpenSSH,177,Invalid user inspur from 175.102.13.6,Invalid user inspur from <*>,1,"['Invalid', 'user', 'inspur', 'from', '175.102.13.6']","['PROPN', 'NOUN', 'NOUN', 'ADP', 'NUM']","['ADJ', 'NOUN', 'NOUN', 'ADP', 'NUM']","['ADJ', 'NOUN', 'NOUN', 'ADP', 'NUM']","['ADJ', 'NOUN', 'NOUN', 'ADP', 'NUM']","['ADJ', 'NOUN', 'NOUN', 'ADP', 'NUM']","TagComparison(majority=['ADJ', 'NOUN', 'NOUN', 'ADP', 'NUM'], confidence=[0.8, 1.0, 1.0, 1.0, 1.0], minority=[{'nltk': 'PROPN'}, {}, {}, {}, {}])","['ADJ', 'NOUN', 'NOUN', 'ADP', 'NUM']"
Android,1539966,AwareMem_Kill: empty group list!,AwareMem_Kill: empty group list!,2192,"['AwareMem_Kill', '.', 'empty', 'group', 'list', '.']","['PROPN', 'PUNCT', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","['PROPN', 'PUNCT', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","['NOUN', 'PUNCT', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","['PROPN', 'PUNCT', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","['PROPN', 'PUNCT', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","TagComparison(majority=['PROPN', 'PUNCT', 'ADJ', 'NOUN', 'NOUN', 'PUNCT'], confidence=[1.0, 1.0, 1.0, 1.0, 1.0, 1.0], minority=[{}, {}, {}, {}, {}, {}])","['PROPN', 'PUNCT', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']"
Android,1102067,"app_arch = 1, total_files = 8",app_arch = <*> total_files = <*>,1743,"['app_arch', '=', '1', '.', 'total_files', '=', '8']","['NOUN', 'VERB', 'NUM', 'PUNCT', 'NOUN', 'VERB', 'NUM']","['NOUN', 'SYM', 'NUM', 'PUNCT', 'NOUN', 'SYM', 'NUM']","['NOUN', 'SYM', 'NUM', 'PUNCT', 'NOUN', 'SYM', 'NUM']","['VERB', 'NUM', 'NUM', 'PUNCT', 'NOUN', 'NOUN', 'NUM']","['NOUN', 'SYM', 'NUM', 'PUNCT', 'NOUN', 'SYM', 'NUM']","TagComparison(majority=['NOUN', 'SYM', 'NUM', 'PUNCT', 'NOUN', 'SYM', 'NUM'], confidence=[0.8, 0.6, 1.0, 1.0, 1.0, 0.6, 1.0], minority=[{'hanta': 'VERB'}, {'nltk': 'VERB', 'hanta': 'NUM'}, {}, {}, {}, {'nltk': 'VERB', 'hanta': 'NOUN'}, {}])","['NOUN', 'SYM', 'NUM', 'PUNCT', 'NOUN', 'SYM', 'NUM']"
Android,45511,onShowStatusChange show:false,onShowStatusChange show:false,178,"['onShowStatusChange', 'show', '.', 'false']","['NOUN', 'NOUN', 'PUNCT', 'ADJ']","['PROPN', 'VERB', 'PUNCT', 'ADJ']","['NOUN', 'NOUN', 'PUNCT', 'ADJ']","['NOUN', 'NOUN', 'PUNCT', 'ADJ']","['NOUN', 'NOUN', 'PUNCT', 'ADJ']","TagComparison(majority=['PROPN', 'NOUN', 'PUNCT', 'ADJ'], confidence=[1.0, 0.8, 1.0, 1.0], minority=[{}, {'stanza': 'VERB'}, {}, {}])","['PROPN', 'NOUN', 'PUNCT', 'ADJ']"
Thunderbird,156203483,Sun May 7 09:48:32 MDT 2006,Sun May <*> MDT <*>,726,"['Sun', 'May', '7', '09:48:32', 'MDT', '2006']","['PROPN', 'PROPN', 'NUM', 'NUM', 'NOUN', 'NUM']","['PROPN', 'PROPN', 'NUM', 'NUM', 'PROPN', 'NUM']","['PROPN', 'PROPN', 'NUM', 'NUM', 'PROPN', 'NUM']","['NOUN', 'PROPN', 'NUM', 'NUM', 'PROPN', 'NUM']","['PROPN', 'PROPN', 'NUM', 'NUM', 'PROPN', 'NUM']","TagComparison(majority=['PROPN', 'PROPN', 'NUM', 'NUM', 'PROPN', 'NUM'], confidence=[1.0, 1.0, 1.0, 1.0, 1.0, 1.0], minority=[{}, {}, {}, {}, {}, {}])","['PROPN', 'PROPN', 'NUM', 'NUM', 'PROPN', 'NUM']"
