Dataset,Line,Example,Template,ClusterId
Mac,29358,<IMMacNotificationCenterManager: 0x7fdcc9d16380>: Updating enabled: YES   (Topics: (,<IMMacNotificationCenterManager: <*> Updating enabled: YES (Topics: (,306
Mac,29536,<IMMacNotificationCenterManager: 0x7ff1b2d17980>: notification observer: com.apple.iChat   notification: __CFNotification 0x7ff1b5018e50 {name = _NSDoNotDisturbEnabledNotification},<IMMacNotificationCenterManager: <*> notification observer: com.apple.iChat notification: __CFNotification <*> {name = _NSDoNotDisturbEnabledNotification},307
Mac,29855,"2017-07-03 13:50:10.146, 30311, 33703470, [CountryConfiguration]: Could not determine current country code: Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=0x7fe133409430 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://gspe1-ssl.ls.apple.com/pep/gcc, NSErrorFailingURLKey=https://gspe1-ssl.ls.apple.com/pep/gcc, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://gspe1-ssl.ls.apple.com/pep/gcc, NSErrorFailingURLKey=https://gspe1-ssl.ls.apple.com/pep/gcc, _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}","<*> [CountryConfiguration]: Could not determine current country code: Error Domain=NSURLErrorDomain <*> ""The Internet connection appears to be offline."" <*> {Error Domain=kCFErrorDomainCFNetwork <*> ""The Internet connection appears to be offline."" <*> NSLocalizedDescription=The Internet connection appears to be offline.}}, <*> NSLocalizedDescription=The Internet connection appears to be offline.}",308
Mac,29871,[com.apple.calendar.store.log.caldav.queue] [Adding [<CalDAVAccountRefreshQueueableOperation: 0x7fa11f9cd7f0; Sequence: 0>] to failed operations.],[com.apple.calendar.store.log.caldav.queue] [Adding [<CalDAVAccountRefreshQueueableOperation: <*> Sequence: <*> to failed operations.],309
Mac,30137,"[com.apple.calendar.store.log.persistent.operation] [CalOperationQueue (x-coredata://DB05755C-483D-44B7-B93B-ED06E57FF420/ExchangePrincipal/p13): <CalExchangeSyncAccountOperation: 0x7fa11d049260> failed with error Error Domain=NSURLErrorDomain Code=-1009 ""似乎已断开与互联网的连接。"" UserInfo={NSUnderlyingError=0x7fa11fa8c130 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""(null)"" UserInfo={_kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12}}, NSErrorFailingURLStringKey=https://1155092212%40link.cuhk.edu.hk@outlook.office365.com/EWS/Exchange.asmx, NSErrorFailingURLKey=https://1155092212%40link.cuhk.edu.hk@outlook.office365.com/EWS/Exchange.asmx, _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=似乎已断开与互联网的连接。}.]","[com.apple.calendar.store.log.persistent.operation] [CalOperationQueue <*> <CalExchangeSyncAccountOperation: <*> failed with error Error Domain=NSURLErrorDomain <*> ""似乎已断开与互联网的连接。"" <*> {Error Domain=kCFErrorDomainCFNetwork <*> ""(null)"" <*> NSLocalizedDescription=似乎已断开与互联网的连接。}.]",310
Mac,30512,<IMMacNotificationCenterManager: 0x7ff1b2d17980>: Updating enabled: NO   (Topics: (,<IMMacNotificationCenterManager: <*> Updating enabled: NO (Topics: (,311
Mac,30518,<IMMacNotificationCenterManager: 0x7ff1b2e00ba0>:   DND Enabled: YES,<IMMacNotificationCenterManager: <*> DND Enabled: YES,312
Mac,30783,2017-07-03 01:56:11.652573 PM [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification,<*> PM [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification,313
Mac,30784,Telling CSI to go low power.,Telling CSI to go low power.,314
Mac,31574,en0: manual intervention required!,<*> manual intervention required!,315
Mac,31795,tcp_connection_destination_perform_socket_connect 20982 connectx to 117.135.169.110:80@0 failed: [65] No route to host,tcp_connection_destination_perform_socket_connect <*> connectx to <*> failed: <*> No route to host,316
Mac,32007,"[com.apple.calendar.store.log.caldav.queue] [Account refresh failed with error: Error Domain=NSURLErrorDomain Code=-1003 ""找不到使用指定主机名的服务器。"" UserInfo={AccountName=163, CalDAVErrFromRefresh=YES, NSUnderlyingError=0x7fa11fb0c810 {Error Domain=kCFErrorDomainCFNetwork Code=-1003 ""找不到使用指定主机名的服务器。"" UserInfo={NSErrorFailingURLStringKey=https://xpc_ben%40163.com@caldav.163.com/caldav/principals/users/xpc_ben%40163.com/, NSErrorFailingURLKey=https://xpc_ben%40163.com@caldav.163.com/caldav/principals/users/xpc_ben%40163.com/, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=找不到使用指定主机名的服务器。}}, NSErrorFailingURLKey=https://xpc_ben%40163.com@caldav.163.com/caldav/principals/users/xpc_ben%40163.com/, NSLocalizedDescription=找不到使用指定主机名的服务器。, _kCFStreamErrorDomainKey=12, NSErrorFailingURLStringKey=https://xpc_ben%40163.com@caldav.163.com/caldav/principals/users/xpc_ben%40163.com/, _kCFStreamErrorCodeKey=8}]","[com.apple.calendar.store.log.caldav.queue] [Account refresh failed with error: Error Domain=NSURLErrorDomain <*> ""找不到使用指定主机名的服务器。"" <*> CalDAVErrFromRefresh=YES, <*> {Error Domain=kCFErrorDomainCFNetwork <*> ""找不到使用指定主机名的服务器。"" <*> NSLocalizedDescription=找不到使用指定主机名的服务器。}}, <*> NSLocalizedDescription=找不到使用指定主机名的服务器。, <*>",317
Mac,32018,"[com.apple.calendar.store.log.caldav.queue] [Account refresh failed with error: Error Domain=NSURLErrorDomain Code=-1009 ""似乎已断开与互联网的连接。"" UserInfo={AccountName=谷歌, CalDAVErrFromRefresh=YES, NSUnderlyingError=0x7fa11af6b720 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""似乎已断开与互联网的连接。"" UserInfo={NSErrorFailingURLStringKey=https://xpcben%40gmail.com@apidata.googleusercontent.com/caldav/v2/xpcben%40gmail.com/user/, NSErrorFailingURLKey=https://xpcben%40gmail.com@apidata.googleusercontent.com/caldav/v2/xpcben%40gmail.com/user/, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=似乎已断开与互联网的连接。}}, NSErrorFailingURLKey=https://xpcben%40gmail.com@apidata.googleusercontent.com/caldav/v2/xpcben%40gmail.com/user/, NSLocalizedDescription=似乎已断开与互联网的连接。, _kCFStreamErrorDomainKey=12, NSErrorFailingURLStringKey=https://xpcben%40gmail.com@apidata.googleusercontent.com/caldav/v2/xpcben%40gmail.com/user/, _kCFStreamErrorCodeKey=8}]","[com.apple.calendar.store.log.caldav.queue] [Account refresh failed with error: Error Domain=NSURLErrorDomain <*> ""似乎已断开与互联网的连接。"" UserInfo={AccountName=谷歌, CalDAVErrFromRefresh=YES, <*> {Error Domain=kCFErrorDomainCFNetwork <*> ""似乎已断开与互联网的连接。"" <*> NSLocalizedDescription=似乎已断开与互联网的连接。}}, <*> NSLocalizedDescription=似乎已断开与互联网的连接。, <*>",318
Mac,32537,-[ABAddressBook save] failed. (<ABAddressBook: 0x7ff9e9c90610>),-[ABAddressBook save] failed. (<ABAddressBook: <*>,319
Mac,33679,[com.apple.calendar.store.log.subscription] [Failed to refresh <CalManagedSubscriptionInfo: 0x7fa11d5a96a0> (entity: SubscriptionInfo; id: 0x401eeb <x-coredata://DB05755C-483D-44B7-B93B-ED06E57FF420/SubscriptionInfo/p1> ; data: {,[com.apple.calendar.store.log.subscription] [Failed to refresh <CalManagedSubscriptionInfo: <*> (entity: SubscriptionInfo; id: <*> ; data: {,320
Mac,34152,tcp_connection_destination_perform_socket_connect 21149 connectx to 14.17.42.31:80@0 failed: [49] Can't assign requested address,tcp_connection_destination_perform_socket_connect <*> connectx to <*> failed: <*> Can't assign requested address,321
Mac,34159,tcp_connection_destination_perform_socket_connect 21152 connectx to 203.205.147.206:8080@0 failed: [51] Network is unreachable,tcp_connection_destination_perform_socket_connect <*> connectx to <*> failed: <*> Network is unreachable,322
Mac,34180,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller principalPropertiesAtURL:https://xpcben%40gmail.com@www.googleapis.com/carddav/v1/principals/xpcben%40gmail.com/] Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=0x7fefa5808e20 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://xpcben%40gmail.com@www.googleapis.com/carddav/v1/principals/xpcben%40gmail.com/, NSErrorFailingURLKey=https://xpcben%40gmail.com@www.googleapis.com/carddav/v1/principals/xpcben%40gmail.com/, _kCFStreamErrorCodeKey=57, _kCFStreamErrorDomainKey=1, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://xpcben%40gmail.com@www.googleapis.com/carddav/v1/principals/xpcben%40gmail.com/, NSErrorFailingURLKey=https://xpcben%40gmail.com@www.googleapis.com/carddav/v1/principals/xpcben%40gmail.com/, _kCFStreamErrorDomainKey=1, _kCFStreamErrorCodeKey=57, NSLocalizedDescription=The Internet connection appears to be offline.}","[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller <*> Error Domain=NSURLErrorDomain <*> ""The Internet connection appears to be offline."" <*> {Error Domain=kCFErrorDomainCFNetwork <*> ""The Internet connection appears to be offline."" <*> NSLocalizedDescription=The Internet connection appears to be offline.}}, <*> NSLocalizedDescription=The Internet connection appears to be offline.}",323
Mac,34898,"failed to copy buffer for AID: 0x61794b, PID: 9854",failed to copy buffer for AID: <*> PID: <*>,324
Mac,35221,hibernate_page_list_setall time: 382 ms,hibernate_page_list_setall time: <*> ms,325
Mac,35235,vm_compressor_flush completed - took 5003 msecs,vm_compressor_flush completed - took <*> msecs,326
Mac,35268,hibernate_rebuild completed - took 92 msecs,hibernate_rebuild completed - took <*> msecs,327
Mac,35269,"booter start at 1242 ms smc 0 ms, [18, 0, 0] total 358 ms, dsply 0, 0 ms, tramp 1017 ms","booter start at <*> ms smc <*> ms, <*> total <*> ms, dsply <*> ms, tramp <*> ms",328
Mac,35382,hibernate_setup(0) took 10938 ms,<*> took <*> ms,329
Mac,35400,hibernate_teardown completed - discarded 94545,hibernate_teardown completed - discarded <*>,330
Mac,35432,[HID] [MT] AppleMultitouchDevice::stop entered,[HID] [MT] AppleMultitouchDevice::stop entered,331
Mac,35446,[HID] [ATC] [Error] AppleDeviceManagementHIDEventService::start Could not make a string from out poweredoff notification key,[HID] [ATC] [Error] AppleDeviceManagementHIDEventService::start Could not make a string from out poweredoff notification key,332
Mac,35665,Error: [AppleBluetoothHIDDeviceGen2][_setEventService:]Couldn't copy BD_ADDR,Error: <*> copy BD_ADDR,333
Mac,35761,"bitmap_size 0x7f0fc, previewSize 0x4028, writing 455529 pages @ 0x97144",bitmap_size <*> previewSize <*> writing <*> pages @ <*>,334
Mac,35804,"VDCAssistant:  Found a camera (0x1430000005ac8290) , but was not able to start it up (0x0 -- (os/kern) successful)","VDCAssistant: Found a camera <*> , but was not able to start it up <*> -- (os/kern) successful)",335
Mac,35825,"ARPT: 683444.388381: IOPMPowerSource Information: onWake,  SleepType: Standby,  'ExternalConnected': No, 'TimeRemaining': 713,","ARPT: <*> IOPMPowerSource Information: onWake, SleepType: Standby, 'ExternalConnected': No, 'TimeRemaining': <*>",336
Mac,35968,WARNING: hibernate_page_list_setall skipped 9869 xpmapped pages,WARNING: hibernate_page_list_setall skipped <*> xpmapped pages,337
Mac,35972,encryptStart 14020,encryptStart <*>,338
Mac,36349,"ARPT: 683604.474196: IOPMPowerSource Information: onSleep,  SleepType: Standby,  'ExternalConnected': No, 'TimeRemaining': 578,","ARPT: <*> IOPMPowerSource Information: onSleep, SleepType: Standby, 'ExternalConnected': No, 'TimeRemaining': <*>",339
Mac,36418,AppleActuatorHIDEventDriver: stop,AppleActuatorHIDEventDriver: stop,340
Mac,36458,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- Connected to the transport successfully -- 0x5fd0 -- 0x9a00 -- 0xf000 ****,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- Connected to the transport successfully -- <*> -- <*> -- <*> ****,341
Mac,36500,efi pagecount 72,efi pagecount <*>,342
Mac,36585,[HID] [MT] AppleMultitouchDevice::start entered,[HID] [MT] AppleMultitouchDevice::start entered,343
Mac,37230,"doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[2017-07-03_18,58,47.571411] - BeaconLost.xml",<*> Will write to: <*> - BeaconLost.xml,344
Mac,37304,Previous shutdown cause: 3,Previous shutdown cause: <*>,345
Mac,37828,-[NETClientConnection effectiveBundleID] using process name locationd as bundle ID (this is expected for daemons without bundle ID,-[NETClientConnection effectiveBundleID] using process name locationd as bundle ID (this is expected for daemons without bundle ID,346
Mac,38005,PMStats: Hibernate read took 190 ms,PMStats: Hibernate read took <*> ms,347
Mac,38452,Removing excessive log: file:///Library/Logs/DiagnosticReports/QQ_2017-06-26-190846_authorMacBook-Pro.wakeups_resource.diag,Removing excessive log: <*>,348
Mac,38462,20:07:02.034 ERROR:    >aq> 3177: AQBuffer * 0x7fd89088d990 has enqueue count of 1,<*> ERROR: >aq> <*> AQBuffer * <*> has enqueue count of <*>,349
Mac,38506,(Volume.Normal:2464) volume:0x7fe11e825800 ********** Bootstrapped Creating a default store:0 SpotLoc:(null) SpotVerLoc:(null) occlude:0 /Volumes/Recovery HD,<*> ********** Bootstrapped Creating a default <*> SpotLoc:(null) SpotVerLoc:(null) <*> /Volumes/Recovery HD,350
Mac,38541,[com.apple.calendar.store.log.caldav.queue] [WARNING: CalDAVAccountRefreshQueueableOperation :: inbox refresh failed],[com.apple.calendar.store.log.caldav.queue] [WARNING: CalDAVAccountRefreshQueueableOperation :: inbox refresh failed],351
Mac,38609,Session 101268 destroyed,Session <*> destroyed,352
Mac,38722,2017-07-03 20:25:13.378 GoogleSoftwareUpdateAgent[33847/0x7000002a0000] [lvl=2] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {(,<*> -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {(,353
Mac,39107,"ignored is_io_service_close(0x100000420,IOHIDParamUserClient)",ignored <*>,354
Mac,39318,Sandbox: com.apple.WebKit(9854) deny(1) file-read-data /private/etc/hosts,Sandbox: <*> file-read-data /private/etc/hosts,355
Mac,39418,Service exited with abnormal code: 1,Service exited with abnormal code: <*>,356
Mac,39472,[com.apple.calendar.store.log.caldav.queue] [WARNING: CalDAVAccountRefreshQueueableOperation :: after refresh failed],[com.apple.calendar.store.log.caldav.queue] [WARNING: CalDAVAccountRefreshQueueableOperation :: after refresh failed],357
Mac,39478,"SecOSStatusWith error:[-50] Error Domain=NSOSStatusErrorDomain Code=-50 ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}","SecOSStatusWith <*> Error Domain=NSOSStatusErrorDomain <*> ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}",358
Mac,40001,"-[NETAWDManager reportStats:metricID:] AWDServerConnection newMetricContainerWithIdentifier failed for metric 2686985, server 0x7faf937117d0, not reporting:",-[NETAWDManager reportStats:metricID:] AWDServerConnection newMetricContainerWithIdentifier failed for metric <*> server <*> not reporting:,359
Mac,40352,Internal name did not resolve to internal address!,Internal name did not resolve to internal address!,360
Mac,40501,Couldn't find a requirement string for masquerading client com.apple.Maps,Couldn't find a requirement string for masquerading client com.apple.Maps,361
Mac,40908,_CGXRemoveWindowFromWindowMovementGroup: window 0x5bd0 is not attached to window 0x6c4e,_CGXRemoveWindowFromWindowMovementGroup: window <*> is not attached to window <*>,362
Mac,44642,"In -[NSApplication(NSQuietSafeQuit) _updateCanQuitQuietlyAndSafely], _LSSetApplicationInformationItem(NSCanQuitQuietlyAndSafely) returned error -50","In -[NSApplication(NSQuietSafeQuit) _updateCanQuitQuietlyAndSafely], _LSSetApplicationInformationItem(NSCanQuitQuietlyAndSafely) returned error <*>",363
Mac,44681,en0 STOP,<*> STOP,364
Mac,44825,Invalid Connection ID 0,Invalid Connection ID <*>,365
Mac,45309,Service only ran for 0 seconds. Pushing respawn out by 10 seconds.,Service only ran for <*> seconds. Pushing respawn out by <*> seconds.,366
Mac,48689,"2017-07-04 09:42:57.889 GoogleSoftwareUpdateAgent[34603/0x700000323000] [lvl=2] -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for ""com.google.Keystone"" using engine <KSUpdateEngine:0x100610920","<*> -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for ""com.google.Keystone"" using engine <*>",367
Mac,48823,"2017-07-04 09:42:58.136 GoogleSoftwareUpdateAgent[34603/0x700000323000] [lvl=2] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'com.google.Keystone'.","<*> -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'com.google.Keystone'.",368
Mac,50010,[10:29:35.215] <<<< FigPlayerSurrogate >>>> surrogatePlayer_respondToLoadingOfItemAssetTypeInternal: Avoiding unexpected additional FigPlayerAddToPlayQueue!,<*> <<<< FigPlayerSurrogate >>>> surrogatePlayer_respondToLoadingOfItemAssetTypeInternal: Avoiding unexpected additional FigPlayerAddToPlayQueue!,369
Mac,51792,Could not find access page in directory /Applications/PyCharm CE.app/Contents/Resources/PY.help,Could not find access page in directory /Applications/PyCharm CE.app/Contents/Resources/PY.help,370
Mac,51864,Surface test allowed updates after 14 attempts (56 ms),Surface test allowed updates after <*> attempts <*> ms),371
Mac,51949,enabling pid=30298 for plug-in com.apple.ncplugin.weather(1.0) 131FE7ED-87F7-471D-8797-C11107688DF7 /System/Library/CoreServices/Weather.app/Contents/PlugIns/com.apple.ncplugin.weather.appex,enabling <*> for plug-in <*> /System/Library/CoreServices/Weather.app/Contents/PlugIns/com.apple.ncplugin.weather.appex,372
Mac,53554,2017-07-04 15:03:52.937 GoogleSoftwareUpdateAgent[35018/0x7000002a0000] [lvl=2] -[KSCheckAction performAction] KSCheckAction checking 1 ticket(s).,<*> -[KSCheckAction performAction] KSCheckAction checking <*> ticket(s).,373
Mac,53626,"2017-07-04 15:03:53.281 GoogleSoftwareUpdateAgent[35018/0x7000002a0000] [lvl=2] -[KSAgentApp updateProductWithProductID:usingEngine:] Done checking for updates for '""com.google.Keystone""' using engine <KSUpdateEngine:0x100218960","<*> -[KSAgentApp updateProductWithProductID:usingEngine:] Done checking for updates for '""com.google.Keystone""' using engine <*>",374
Mac,53645,2017-07-04 15:03:53.281 GoogleSoftwareUpdateAgent[35018/0x7000002a0000] [lvl=2] -[KSAgentApp performSelfUpdateWithEngine:] Finished self update check.,<*> -[KSAgentApp performSelfUpdateWithEngine:] Finished self update check.,375
Mac,53744,2017-07-04 15:03:54.235 GoogleSoftwareUpdateAgent[35018/0x7000002a0000] [lvl=2] -[KSAgentApp(KeystoneDelegate) updateEngineFinishedWithErrors:] Keystone finished: errors=0,<*> -[KSAgentApp(KeystoneDelegate) updateEngineFinishedWithErrors:] Keystone finished: <*>,376
Mac,53788,15:10:04.900 : Finished generating hashes,<*> : Finished generating hashes,377
Mac,53948,[15:45:00.958] clientHandledCustomURLCancel signalled err=-12663 (kFigHTTPError_ParamErr) (No matching request found) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/FigHTTP/FigClientHandledCustomURLProvider.c line 380,<*> clientHandledCustomURLCancel signalled <*> (kFigHTTPError_ParamErr) (No matching request found) at <*> line <*>,378
Mac,53964,Failed to connect (noResultLabel) outlet from (MMSearchViewController) to (NSTextField): missing setter or instance variable,Failed to connect (noResultLabel) outlet from (MMSearchViewController) to (NSTextField): missing setter or instance variable,379
Mac,54548,full wake request (reason 2) 39950 ms,full wake request (reason <*> ms,380
Mac,54732,17:13:20.341 ERROR:    177: timed out after 15.000s (0 0); mMajorChangePending=0,<*> ERROR: <*> timed out after <*>,381
Mac,56757,XPC Activity invoked with state=2,XPC Activity invoked with <*>,382
Mac,58827,handle_will_sleep_auth_and_shield_windows: err 0x0,handle_will_sleep_auth_and_shield_windows: err <*>,383
Mac,58838,"notify name ""CKStatusReport"" has been registered 20 times - this may be a leak","notify name ""CKStatusReport"" has been registered <*> times - this may be a leak",384
Mac,58856,LaunchServices: Could not store lsd-identifiers file at /private/var/db/lsd/com.apple.lsdschemes.plist,LaunchServices: Could not store lsd-identifiers file at /private/var/db/lsd/com.apple.lsdschemes.plist,385
Mac,59020,Cocoa scripting error for '0x00930002': four character codes must be four characters long.,Cocoa scripting error for <*> four character codes must be four characters long.,386
Mac,62963,.sdef warning for attribute 'style' of class 'revision' in suite 'Microsoft Word Suite': 'null' is not a valid type name.,.sdef warning for attribute 'style' of class 'revision' in suite 'Microsoft Word Suite': 'null' is not a valid type name.,387
Mac,62973,.sdef warning for argument '' of command 'count numbered items' in suite 'Microsoft Word Suite': '4010' is not a valid type name.,.sdef warning for argument '' of command 'count numbered items' in suite 'Microsoft Word Suite': <*> is not a valid type name.,388
Mac,62991,.sdef warning for argument '' of command 'automatic length' in suite 'Drawing Suite': '4027' is not a valid type name.,.sdef warning for argument '' of command 'automatic length' in suite 'Drawing Suite': <*> is not a valid type name.,389
Mac,63001,.sdef warning for argument '' of command 'solid' in suite 'Drawing Suite': '4035' is not a valid type name.,.sdef warning for argument '' of command 'solid' in suite 'Drawing Suite': <*> is not a valid type name.,390
Mac,63172,2017-07-04 23:27:41.883 ksfetch[35426/0x7fff79824000] [lvl=2] main() ksfetch fetching URL (<NSMutableURLRequest: 0x1001159c0> { URL: https://tools.google.com/service/update2?cup2hreq=57e5e3bbca1a8e7ff5bedc29fccb490090ec269d982f44328dfb27fbf882c436&cup2key=7:136914285 }) to folder:/tmp/KSOutOfProcessFetcher.CbIIBCTBBe/download,<*> main() ksfetch fetching URL (<NSMutableURLRequest: <*> { URL: <*> }) to folder:/tmp/KSOutOfProcessFetcher.CbIIBCTBBe/download,391
Mac,63201,2017-07-04 23:27:42.069 GoogleSoftwareUpdateAgent[35425/0x7000002a0000] [lvl=2] -[KSUpdateEngine(PrivateMethods) updateFinish] KSUpdateEngine update processing complete.,<*> -[KSUpdateEngine(PrivateMethods) updateFinish] KSUpdateEngine update processing complete.,392
Mac,63499,Using your own bundle identifier as an NSUserDefaults suite name does not make sense and will not work. Break on _NSUserDefaults_Log_Nonsensical_Suites to find this,Using your own bundle identifier as an NSUserDefaults suite name does not make sense and will not work. Break on _NSUserDefaults_Log_Nonsensical_Suites to find this,393
Mac,63525,[23:50:57.514] FigAtomStreamAdvanceToNextAtomWithType signalled err=-12894 (kFigAtomStream_BadLengthInAtom) (Atom had a bogus length) at /Library/Caches/com.apple.xbs/Sources/CoreMedia_frameworks/CoreMedia-1731.15.207/Sources/Utilities/FigAtomStream.c line 703,<*> FigAtomStreamAdvanceToNextAtomWithType signalled <*> (kFigAtomStream_BadLengthInAtom) (Atom had a bogus length) at <*> line <*>,394
Mac,63538,"[23:50:57.517] <<< FFR_Common >>> FigFormatReaderCreateForStreamReturningMatchingContainerLabelType: *** Could not find format reader for URL ""file:///Users/xpc/Desktop/%5BKamigami%5D%20Sword%20Art%20Online%20%5BBDrip%201920x1080%20x264%20FLAC%20MKV%20Sub(Chs,Jap)%5D/%5BKamigami%5D%20Sword%20Art%20Online%20-%2008%20%5BBDrip%201920x1080%20x264%20FLAC%5D.mkv"" path ""/Users/xpc/Desktop/[Kamigami] Sword Art Online [BDrip 1920x1080 x264 FLAC MKV Sub(Chs,Jap)]/[Kamigami] Sword Art Online - 08 [BDrip 1920x1080 x264 FLAC].mkv"" extension ""mkv"" FileType '' MIMETYPE ""(null)"" SuggFileName ""(null)"" SuggNameExtension ""(null)""","<*> <<< FFR_Common >>> FigFormatReaderCreateForStreamReturningMatchingContainerLabelType: *** Could not find format reader for URL <*> path ""/Users/xpc/Desktop/[Kamigami] Sword Art Online [BDrip <*> FLAC MKV Sub(Chs,Jap)]/[Kamigami] Sword Art Online - <*> [BDrip <*> FLAC].mkv"" extension ""mkv"" FileType '' MIMETYPE ""(null)"" SuggFileName ""(null)"" SuggNameExtension ""(null)""",395
Mac,63559,[23:50:57.529] FigFormatReaderCreateForStreamReturningMatchingContainerLabelType signalled err=-12847 (kFigFormatReaderError_FileNotRecognized) (Unrecognized content) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/FormatHandlers/FigFormatReader_Common.c line 2158,<*> FigFormatReaderCreateForStreamReturningMatchingContainerLabelType signalled <*> (kFigFormatReaderError_FileNotRecognized) (Unrecognized content) at <*> line <*>,396
Mac,63577,objc[35391]: Class TSUAtomicLRUCache is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.,<*> Class TSUAtomicLRUCache is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.,397
Mac,63609,objc[35448]: Class TSUBezierPath is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.,<*> Class TSUBezierPath is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.,398
Mac,63614,Watch set is now: {(,Watch set is now: {(,399
Mac,63653,client 35472 plug-in com.getdropbox.dropbox.garcon election := 1,client <*> plug-in com.getdropbox.dropbox.garcon election := <*>,400
Mac,63783,"[QL] No sandbox token for request <QLThumbnailRequest SleepWakeStacks.bin>, it will probably fail","[QL] No sandbox token for request <QLThumbnailRequest SleepWakeStacks.bin>, it will probably fail",401
Mac,63806,"[QL] No sandbox token for request <QLThumbnailRequest sleepimage>, it will probably fail","[QL] No sandbox token for request <QLThumbnailRequest sleepimage>, it will probably fail",402
Mac,63828,00:03:06.244 : Hash <011bcf00 00000000 0000> exists in contacts,<*> : Hash <*> exists in contacts,403
Mac,63942,host connection <NSXPCConnection: 0x7fe67380bda0> connection from pid 30298 invalidated,host connection <NSXPCConnection: <*> connection from pid <*> invalidated,404
Mac,63999,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of 2596 bytes @ 6913115 took 1.465684 secs. to complete, 22 reads >= 1 sec.","<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of <*> bytes @ <*> took <*> secs. to complete, <*> reads >= <*> sec.",405
Mac,64154,en0 EAP-PEAP: successfully authenticated,<*> EAP-PEAP: successfully authenticated,406
Mac,64248,[00:20:11.786] <<<< CRABS >>>> crabsWaitForLoad: [0x7f9e9b5cfe30] Wait time out - -1001 (msRequestTimeout -1),<*> <<<< CRABS >>>> crabsWaitForLoad: <*> Wait time out - <*> (msRequestTimeout <*>,407
Mac,64251,[00:20:11.786] audioMentorThreadForwardOrReversePlayback signalled err=-1001 (err) (FigSampleGeneratorCreateSampleBufferAtCursor failed) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/FormatHandlers/AudioMentor.c line 1248,<*> audioMentorThreadForwardOrReversePlayback signalled <*> (err) (FigSampleGeneratorCreateSampleBufferAtCursor failed) at <*> line <*>,408
